backlog,open_cases,inflow,cleared,backlog_heinous,backlog_lag1,backlog_lag2,backlog_lag3,cleared_lag1,cleared_lag2,cleared_lag3,inflow_lag1,inflow_lag2,inflow_lag3,backlog_mean3,cleared_mean3,inflow_mean3,growth_3mo,growth_1mo,clearance_rate,clearance_rate_3mo,load,stale_share,heinous_share,month_of_year,target_backlog_up_20pct_3mo
65,72,5,1,3,60,58,56,2,2,1,3,5,4,58.0,1.6667,4.0,1.1207,1.0833,0.0154,0.0287,3.0,0.9028,0.0462,8,0
66,75,4,1,3,65,60,58,1,2,2,5,3,5,61.0,1.6667,4.3333,1.082,1.0154,0.0152,0.0273,2.4,0.88,0.0455,9,0
70,77,3,1,4,66,65,60,1,1,2,4,5,3,63.6667,1.3333,4.0,1.0995,1.0606,0.0143,0.0209,2.25,0.9091,0.0571,10,0
69,79,6,4,4,70,66,65,1,1,1,3,4,5,67.0,1.0,4.0,1.0299,0.9857,0.058,0.0149,6.0,0.8734,0.058,11,0
73,82,3,0,6,69,70,66,4,1,1,6,3,4,68.3333,2.0,4.3333,1.0683,1.058,0.0,0.0293,1.5,0.8902,0.0822,12,0
73,94,15,3,5,73,69,70,0,4,1,3,6,3,70.6667,1.6667,4.0,1.033,1.0,0.0411,0.0236,9.0,0.7766,0.0685,1,1
75,96,6,4,7,73,73,69,3,0,4,15,3,6,71.6667,2.3333,8.0,1.0465,1.0274,0.0533,0.0326,2.5714,0.7812,0.0933,2,1
81,98,7,5,7,75,73,73,4,3,0,6,15,3,73.6667,2.3333,8.0,1.0995,1.08,0.0617,0.0317,3.0,0.8265,0.0864,3,1
11,18,3,0,3,8,7,0,1,0,1,5,0,3,5.0,0.6667,2.6667,2.2,1.375,0.0,0.1333,4.5,0.6111,0.2727,5,1
13,18,1,1,3,11,8,7,0,1,0,3,5,0,8.6667,0.3333,2.6667,1.5,1.1818,0.0769,0.0385,3.0,0.7222,0.2308,6,1
17,21,3,0,4,13,11,8,1,0,1,1,3,5,10.6667,0.6667,3.0,1.5938,1.3077,0.0,0.0625,4.5,0.8095,0.2353,7,1
15,23,5,3,4,17,13,11,0,1,0,3,1,3,13.6667,0.3333,2.3333,1.0976,0.8824,0.2,0.0244,15.0,0.6522,0.2667,8,1
16,24,2,1,3,15,17,13,3,0,1,5,3,1,15.0,1.3333,3.0,1.0667,1.0667,0.0625,0.0889,1.5,0.6667,0.1875,9,1
21,29,7,2,4,16,15,17,1,3,0,2,5,3,16.0,1.3333,3.3333,1.3125,1.3125,0.0952,0.0833,5.25,0.7241,0.1905,10,1
21,31,3,1,4,21,16,15,2,1,3,7,2,5,17.3333,2.0,4.6667,1.2115,1.0,0.0476,0.1154,1.5,0.6774,0.1905,11,1
25,34,6,3,4,21,21,16,1,2,1,3,7,2,19.3333,1.3333,4.0,1.2931,1.1905,0.12,0.069,4.5,0.7353,0.16,12,1
27,36,6,4,4,25,21,21,3,1,2,6,3,7,22.3333,2.0,5.3333,1.209,1.08,0.1481,0.0896,3.0,0.75,0.1481,1,0
29,36,2,2,3,27,25,21,4,3,1,6,6,3,24.3333,2.6667,5.0,1.1918,1.0741,0.069,0.1096,0.75,0.8056,0.1034,2,1
34,38,3,1,3,29,27,25,2,4,3,2,6,6,27.0,3.0,4.6667,1.2593,1.1724,0.0294,0.1111,1.0,0.8947,0.0882,3,0
32,38,2,2,3,34,29,27,1,2,4,3,2,6,30.0,2.3333,3.6667,1.0667,0.9412,0.0625,0.0778,0.8571,0.8421,0.0938,4,0
35,44,7,1,4,32,34,29,2,1,2,2,3,2,31.6667,1.6667,2.3333,1.1053,1.0938,0.0286,0.0526,4.2,0.7955,0.1143,5,0
34,45,4,3,4,35,32,34,1,2,1,7,2,3,33.6667,1.3333,4.0,1.0099,0.9714,0.0882,0.0396,3.0,0.7556,0.1176,6,1
37,48,5,2,4,34,35,32,3,1,2,4,7,2,33.6667,2.0,4.3333,1.099,1.0882,0.0541,0.0594,2.5,0.7708,0.1081,7,1
40,48,2,2,6,37,34,35,2,3,1,5,4,7,35.3333,2.0,5.3333,1.1321,1.0811,0.05,0.0566,1.0,0.8333,0.15,8,0
44,52,6,2,7,40,37,34,2,2,3,2,5,4,37.0,2.3333,3.6667,1.1892,1.1,0.0455,0.0631,2.5714,0.8462,0.1591,9,0
45,55,7,4,6,44,40,37,2,2,2,6,2,5,40.3333,2.0,4.3333,1.1157,1.0227,0.0889,0.0496,3.5,0.8182,0.1333,10,0
47,55,2,2,6,45,44,40,4,2,2,7,6,2,43.0,2.6667,5.0,1.093,1.0444,0.0426,0.062,0.75,0.8545,0.1277,11,0
49,58,4,1,6,47,45,44,2,4,2,2,7,6,45.3333,2.6667,5.0,1.0809,1.0426,0.0204,0.0588,1.5,0.8448,0.1224,12,1
52,62,5,1,9,49,47,45,1,2,4,4,2,7,47.0,2.3333,4.3333,1.1064,1.0612,0.0192,0.0496,2.1429,0.8387,0.1731,1,0
55,62,2,2,10,52,49,47,1,1,2,5,4,2,49.3333,1.3333,3.6667,1.1149,1.0577,0.0364,0.027,1.5,0.8871,0.1818,2,0
59,61,0,1,9,55,52,49,2,1,1,2,5,4,52.0,1.3333,3.6667,1.1346,1.0727,0.0169,0.0256,0.0,0.9672,0.1525,3,0
58,61,3,3,9,59,55,52,1,2,1,0,2,5,55.3333,1.3333,2.3333,1.0482,0.9831,0.0517,0.0241,2.25,0.9508,0.1552,4,0
55,62,4,3,8,58,59,55,3,1,2,3,0,2,57.3333,2.0,1.6667,0.9593,0.9483,0.0545,0.0349,2.0,0.8871,0.1455,5,0
55,64,5,3,8,55,58,59,3,3,1,4,3,0,57.3333,2.3333,2.3333,0.9593,1.0,0.0545,0.0407,2.1429,0.8594,0.1455,6,0
59,66,4,2,8,55,55,58,3,3,3,5,4,3,56.0,3.0,4.0,1.0536,1.0727,0.0339,0.0536,1.3333,0.8939,0.1356,7,0
59,70,5,1,8,59,55,55,2,3,3,4,5,4,56.3333,2.6667,4.3333,1.0473,1.0,0.0169,0.0473,1.875,0.8429,0.1356,8,1
64,77,8,1,10,59,59,55,1,2,3,5,4,5,57.6667,2.0,4.6667,1.1098,1.0847,0.0156,0.0347,4.0,0.8312,0.1562,9,0
67,79,3,1,10,64,59,59,1,1,2,8,5,4,60.6667,1.3333,5.6667,1.1044,1.0469,0.0149,0.022,2.25,0.8481,0.1493,10,0
73,83,5,1,10,67,64,59,1,1,1,3,8,5,63.3333,1.0,5.3333,1.1526,1.0896,0.0137,0.0158,5.0,0.8795,0.137,11,0
73,80,1,4,11,73,67,64,1,1,1,5,3,8,68.0,1.0,5.3333,1.0735,1.0,0.0548,0.0147,1.0,0.9125,0.1507,12,0
75,80,5,5,12,73,73,67,4,1,1,1,5,3,71.0,2.0,3.0,1.0563,1.0274,0.0667,0.0282,2.5,0.9375,0.16,1,0
72,82,5,3,12,75,73,73,5,4,1,5,1,5,73.6667,3.3333,3.6667,0.9774,0.96,0.0417,0.0452,1.5,0.878,0.1667,2,0
75,90,10,2,12,72,75,73,3,5,4,5,5,1,73.3333,4.0,3.6667,1.0227,1.0417,0.0267,0.0545,2.5,0.8333,0.16,3,0
11,16,4,1,1,8,0,0,0,0,0,1,3,9,2.6667,0.0,4.3333,4.125,1.375,0.0909,0.0,0.0,0.6875,0.0909,4,1
10,17,4,3,1,11,8,0,1,0,0,4,1,3,6.3333,0.3333,2.6667,1.5789,0.9091,0.3,0.0526,12.0,0.5882,0.1,5,1
10,18,4,3,1,10,11,8,3,1,0,4,4,1,9.6667,1.3333,3.0,1.0345,1.0,0.3,0.1379,3.0,0.5556,0.1,6,1
14,26,8,0,1,10,10,11,3,3,1,4,4,4,10.3333,2.3333,4.0,1.3548,1.4,0.0,0.2258,3.4286,0.5385,0.0714,7,1
16,27,3,2,1,14,10,10,0,3,3,8,4,4,11.3333,2.0,5.3333,1.4118,1.1429,0.125,0.1765,1.5,0.5926,0.0625,8,1
23,27,2,2,2,16,14,10,2,0,3,3,8,4,13.3333,1.6667,5.0,1.725,1.4375,0.087,0.125,1.2,0.8519,0.087,9,0
23,30,5,2,2,23,16,14,2,2,0,2,3,8,17.6667,1.3333,4.3333,1.3019,1.0,0.087,0.0755,3.75,0.7667,0.087,10,0
23,31,3,2,2,23,23,16,2,2,2,5,2,3,20.6667,2.0,3.3333,1.1129,1.0,0.087,0.0968,1.5,0.7419,0.087,11,0
22,28,3,6,2,23,23,23,2,2,2,3,5,2,23.0,2.0,3.3333,0.9565,0.9565,0.2727,0.087,1.5,0.7857,0.0909,12,0
23,28,1,1,2,22,23,23,6,2,2,3,3,5,22.6667,3.3333,3.6667,1.0147,1.0455,0.0435,0.1471,0.3,0.8214,0.087,1,0
26,28,1,1,3,23,22,23,1,6,2,1,3,3,22.6667,3.0,2.3333,1.1471,1.1304,0.0385,0.1324,0.3333,0.9286,0.1154,2,0
25,30,3,1,3,26,23,22,1,1,6,1,1,3,23.6667,2.6667,1.6667,1.0563,0.9615,0.04,0.1127,1.125,0.8333,0.12,3,1
25,32,5,3,3,25,26,23,1,1,1,3,1,1,24.6667,1.0,1.6667,1.0135,1.0,0.12,0.0405,5.0,0.7812,0.12,4,1
26,35,3,0,4,25,25,26,3,1,1,5,3,1,25.3333,1.6667,3.0,1.0263,1.04,0.0,0.0658,1.8,0.7429,0.1538,5,1
31,37,3,1,5,26,25,25,0,3,1,3,5,3,25.3333,1.3333,3.6667,1.2237,1.1923,0.0323,0.0526,2.25,0.8378,0.1613,6,0
33,40,4,1,6,31,26,25,1,0,3,3,3,5,27.3333,1.3333,3.6667,1.2073,1.0645,0.0303,0.0488,3.0,0.825,0.1818,7,0
35,40,2,2,7,33,31,26,1,1,0,4,3,3,30.0,0.6667,3.3333,1.1667,1.0606,0.0571,0.0222,3.0,0.875,0.2,8,0
36,41,3,2,7,35,33,31,2,1,1,2,4,3,33.0,1.3333,3.0,1.0909,1.0286,0.0556,0.0404,2.25,0.878,0.1944,9,1
39,49,8,0,7,36,35,33,2,2,1,3,2,4,34.6667,1.6667,3.0,1.125,1.0833,0.0,0.0481,4.8,0.7959,0.1795,10,1
39,53,6,2,7,39,36,35,0,2,2,8,3,2,36.6667,1.3333,4.3333,1.0636,1.0,0.0513,0.0364,4.5,0.7358,0.1795,11,1
45,52,1,2,8,39,39,36,2,0,2,6,8,3,38.0,1.3333,5.6667,1.1842,1.1538,0.0444,0.0351,0.75,0.8654,0.1778,12,0
47,52,4,4,8,45,39,39,2,2,0,1,6,8,41.0,1.3333,5.0,1.1463,1.0444,0.0851,0.0325,3.0,0.9038,0.1702,1,0
48,56,5,1,8,47,45,39,4,2,2,4,1,6,43.6667,2.6667,3.6667,1.0992,1.0213,0.0208,0.0611,1.875,0.8571,0.1667,2,0
47,53,1,4,8,48,47,45,1,4,2,5,4,1,46.6667,2.3333,3.3333,1.0071,0.9792,0.0851,0.05,0.4286,0.8868,0.1702,3,0
49,57,7,3,8,47,48,47,4,1,4,1,5,4,47.3333,3.0,3.3333,1.0352,1.0426,0.0612,0.0634,2.3333,0.8596,0.1633,4,0
47,60,5,2,8,49,47,48,3,4,1,7,1,5,48.0,2.6667,4.3333,0.9792,0.9592,0.0426,0.0556,1.875,0.7833,0.1702,5,1
53,61,2,1,9,47,49,47,2,3,4,5,7,1,47.6667,3.0,4.3333,1.1119,1.1277,0.0189,0.0629,0.6667,0.8689,0.1698,6,0
55,62,4,3,10,53,47,49,1,2,3,2,5,7,49.6667,2.0,4.6667,1.1074,1.0377,0.0545,0.0403,2.0,0.8871,0.1818,7,1
58,71,9,0,12,55,53,47,3,1,2,4,2,5,51.6667,2.0,3.6667,1.1226,1.0545,0.0,0.0387,4.5,0.8169,0.2069,8,0
60,72,3,2,12,58,55,53,0,3,1,9,4,2,55.3333,1.3333,5.0,1.0843,1.0345,0.0333,0.0241,2.25,0.8333,0.2,9,0
67,76,6,2,13,60,58,55,2,0,3,3,9,4,57.6667,1.6667,5.3333,1.1618,1.1167,0.0299,0.0289,3.6,0.8816,0.194,10,0
68,75,1,2,13,67,60,58,2,2,0,6,3,9,61.6667,1.3333,6.0,1.1027,1.0149,0.0294,0.0216,0.75,0.9067,0.1912,11,0
69,73,1,3,12,68,67,60,2,2,2,1,6,3,65.0,2.0,3.3333,1.0615,1.0147,0.0435,0.0308,0.5,0.9452,0.1739,12,0
71,78,6,1,14,69,68,67,3,2,2,1,1,6,68.0,2.3333,2.6667,1.0441,1.029,0.0141,0.0343,2.5714,0.9103,0.1972,1,0
72,89,11,0,14,71,69,68,1,3,2,6,1,1,69.3333,2.0,2.6667,1.0385,1.0141,0.0,0.0288,5.5,0.809,0.1944,2,1
74,95,10,4,14,72,71,69,0,1,3,11,6,1,70.6667,1.3333,6.0,1.0472,1.0278,0.0541,0.0189,7.5,0.7789,0.1892,3,1
12,22,4,1,1,6,5,5,2,2,1,4,7,5,5.3333,1.6667,5.3333,2.25,2.0,0.0833,0.3125,2.4,0.5455,0.0833,7,1
16,23,2,1,3,12,6,5,1,2,2,4,4,7,7.6667,1.6667,5.0,2.087,1.3333,0.0625,0.2174,1.2,0.6957,0.1875,8,0
18,21,1,3,4,16,12,6,1,1,2,2,4,4,11.3333,1.3333,3.3333,1.5882,1.125,0.1667,0.1176,0.75,0.8571,0.2222,9,0
15,22,6,5,4,18,16,12,3,1,1,1,2,4,15.3333,1.6667,2.3333,0.9783,0.8333,0.3333,0.1087,3.6,0.6818,0.2667,10,0
14,22,4,4,4,15,18,16,5,3,1,6,1,2,16.3333,3.0,3.0,0.8571,0.9333,0.2857,0.1837,1.3333,0.6364,0.2857,11,1
16,24,5,3,3,14,15,18,4,5,3,4,6,1,15.6667,4.0,3.6667,1.0213,1.1429,0.1875,0.2553,1.25,0.6667,0.1875,12,1
17,28,5,1,3,16,14,15,3,4,5,5,4,6,15.0,4.0,5.0,1.1333,1.0625,0.0588,0.2667,1.25,0.6071,0.1765,1,0
19,30,5,3,3,17,16,14,1,3,4,5,5,4,15.6667,2.6667,4.6667,1.2128,1.1176,0.1579,0.1702,1.875,0.6333,0.1579,2,0
21,27,1,4,4,19,17,16,3,1,3,5,5,5,17.3333,2.3333,5.0,1.2115,1.1053,0.1905,0.1346,0.4286,0.7778,0.1905,3,0
17,24,4,7,4,21,19,17,4,3,1,1,5,5,19.0,2.6667,3.6667,0.8947,0.8095,0.4118,0.1404,1.5,0.7083,0.2353,4,1
19,26,3,1,6,17,21,19,7,4,3,4,1,5,19.0,4.6667,3.3333,1.0,1.1176,0.0526,0.2456,0.6429,0.7308,0.3158,5,0
21,26,1,1,6,19,17,21,1,7,4,3,4,1,19.0,4.0,2.6667,1.1053,1.1053,0.0476,0.2105,0.25,0.8077,0.2857,6,0
23,26,2,2,7,21,19,17,1,1,7,1,3,4,19.0,3.0,2.6667,1.2105,1.0952,0.087,0.1579,0.6667,0.8846,0.3043,7,0
20,24,2,4,5,23,21,19,2,1,1,2,1,3,21.0,1.3333,2.0,0.9524,0.8696,0.2,0.0635,1.5,0.8333,0.25,8,0
20,27,4,1,6,20,23,21,4,2,1,2,2,1,21.3333,2.3333,1.6667,0.9375,1.0,0.05,0.1094,1.7143,0.7407,0.3,9,1
22,32,6,1,6,20,20,23,1,4,2,4,2,2,21.0,2.3333,2.6667,1.0476,1.1,0.0455,0.1111,2.5714,0.6875,0.2727,10,1
24,34,4,2,6,22,20,20,1,1,4,6,4,2,20.6667,2.0,4.0,1.1613,1.0909,0.0833,0.0968,2.0,0.7059,0.25,11,1
28,34,2,2,7,24,22,20,2,1,1,4,6,4,22.0,1.3333,4.6667,1.2727,1.1667,0.0714,0.0606,1.5,0.8235,0.25,12,0
29,38,6,2,7,28,24,22,2,2,1,2,4,6,24.6667,1.6667,4.0,1.1757,1.0357,0.069,0.0676,3.6,0.7632,0.2414,1,0
30,43,7,2,8,29,28,24,2,2,2,6,2,4,27.0,2.0,4.0,1.1111,1.0345,0.0667,0.0741,3.5,0.6977,0.2667,2,0
30,39,2,6,7,30,29,28,2,2,2,7,6,2,29.0,2.0,5.0,1.0345,1.0,0.2,0.069,1.0,0.7692,0.2333,3,1
34,42,5,2,6,30,30,29,6,2,2,2,7,6,29.6667,3.3333,5.0,1.1461,1.1333,0.0588,0.1124,1.5,0.8095,0.1765,4,0
34,42,3,3,7,34,30,30,2,6,2,5,2,7,31.3333,3.3333,4.6667,1.0851,1.0,0.0882,0.1064,0.9,0.8095,0.2059,5,0
40,43,1,0,7,34,34,30,3,2,6,3,5,2,32.6667,3.6667,3.3333,1.2245,1.1765,0.0,0.1122,0.2727,0.9302,0.175,6,0
36,41,4,6,7,40,34,34,0,3,2,1,3,5,36.0,1.6667,3.0,1.0,0.9,0.1667,0.0463,2.4,0.878,0.1944,7,0
36,42,3,2,7,36,40,34,6,0,3,4,1,3,36.6667,3.0,2.6667,0.9818,1.0,0.0556,0.0818,1.0,0.8571,0.1944,8,0
39,43,1,0,7,36,36,40,2,6,0,3,4,1,37.3333,2.6667,2.6667,1.0446,1.0833,0.0,0.0714,0.375,0.907,0.1795,9,0
41,48,6,1,7,39,36,36,0,2,6,1,3,4,37.0,2.6667,2.6667,1.1081,1.0513,0.0244,0.0721,2.25,0.8542,0.1707,10,0
40,50,4,2,7,41,39,36,1,0,2,6,1,3,38.6667,1.0,3.3333,1.0345,0.9756,0.05,0.0259,4.0,0.8,0.175,11,0
43,50,1,1,7,40,41,39,2,1,0,4,6,1,40.0,1.0,3.6667,1.075,1.075,0.0233,0.025,1.0,0.86,0.1628,12,1
44,57,12,5,9,43,40,41,1,2,1,1,4,6,41.3333,1.3333,3.6667,1.0645,1.0233,0.1136,0.0323,9.0,0.7719,0.2045,1,1
42,60,7,4,9,44,43,40,5,1,2,12,1,4,42.3333,2.6667,5.6667,0.9921,0.9545,0.0952,0.063,2.625,0.7,0.2143,2,1
53,67,8,1,9,42,44,43,4,5,1,7,12,1,43.0,3.3333,6.6667,1.2326,1.2619,0.0189,0.0775,2.4,0.791,0.1698,3,1
11,21,7,0,1,7,2,0,0,0,0,1,6,4,3.0,0.0,3.6667,3.6667,1.5714,0.0,0.0,0.0,0.5238,0.0909,5,1
15,23,2,0,3,11,7,2,0,0,0,7,1,6,6.6667,0.0,4.6667,2.25,1.3636,0.0,0.0,0.0,0.6522,0.2,6,1
20,26,3,0,4,15,11,7,0,0,0,2,7,1,11.0,0.0,3.3333,1.8182,1.3333,0.0,0.0,0.0,0.7692,0.2,7,0
20,24,2,4,5,20,15,11,0,0,0,3,2,7,15.3333,0.0,4.0,1.3043,1.0,0.2,0.0,0.0,0.8333,0.25,8,0
21,26,3,1,5,20,20,15,4,0,0,2,3,2,18.3333,1.3333,2.3333,1.1455,1.05,0.0476,0.0727,2.25,0.8077,0.2381,9,0
20,29,6,3,4,21,20,20,1,4,0,3,2,3,20.3333,1.6667,2.6667,0.9836,0.9524,0.15,0.082,3.6,0.6897,0.2,10,1
22,32,5,2,4,20,21,20,3,1,4,6,3,2,20.3333,2.6667,3.6667,1.082,1.1,0.0909,0.1311,1.875,0.6875,0.1818,11,1
22,31,4,5,4,22,20,21,2,3,1,5,6,3,21.0,2.0,4.6667,1.0476,1.0,0.2273,0.0952,2.0,0.7097,0.1818,12,1
27,35,5,1,4,22,22,20,5,2,3,4,5,6,21.3333,3.3333,5.0,1.2656,1.2273,0.037,0.1563,1.5,0.7714,0.1481,1,0
28,38,5,2,4,27,22,22,1,5,2,5,4,5,23.6667,2.6667,4.6667,1.1831,1.037,0.0714,0.1127,1.875,0.7368,0.1429,2,1
30,40,6,4,5,28,27,22,2,1,5,5,5,4,25.6667,2.6667,4.6667,1.1688,1.0714,0.1333,0.1039,2.25,0.75,0.1667,3,1
32,42,3,1,5,30,28,27,4,2,1,6,5,5,28.3333,2.3333,5.3333,1.1294,1.0667,0.0312,0.0824,1.2857,0.7619,0.1562,4,1
38,46,4,0,6,32,30,28,1,4,2,3,6,5,30.0,2.3333,4.6667,1.2667,1.1875,0.0,0.0778,1.7143,0.8261,0.1579,5,0
38,44,2,4,7,38,32,30,0,1,4,4,3,6,33.3333,1.6667,4.3333,1.14,1.0,0.1053,0.05,1.2,0.8636,0.1842,6,0
41,48,5,1,7,38,38,32,4,0,1,2,4,3,36.0,1.6667,3.0,1.1389,1.0789,0.0244,0.0463,3.0,0.8542,0.1707,7,0
40,51,6,3,6,41,38,38,1,4,0,5,2,4,39.0,1.6667,3.6667,1.0256,0.9756,0.075,0.0427,3.6,0.7843,0.15,8,1
39,54,8,5,6,40,41,38,3,1,4,6,5,2,39.6667,2.6667,4.3333,0.9832,0.975,0.1282,0.0672,3.0,0.7222,0.1538,9,1
42,57,7,4,7,39,40,41,5,3,1,8,6,5,40.0,3.0,6.3333,1.05,1.0769,0.0952,0.075,2.3333,0.7368,0.1667,10,1
49,59,4,2,8,42,39,40,4,5,3,7,8,6,40.3333,4.0,7.0,1.2149,1.1667,0.0408,0.0992,1.0,0.8305,0.1633,11,0
53,60,3,2,8,49,42,39,2,4,5,4,7,8,43.3333,3.6667,6.3333,1.2231,1.0816,0.0377,0.0846,0.8182,0.8833,0.1509,12,0
54,60,3,3,9,53,49,42,2,2,4,3,4,7,48.0,2.6667,4.6667,1.125,1.0189,0.0556,0.0556,1.125,0.9,0.1667,1,0
54,62,3,1,9,54,53,49,3,2,2,3,3,4,52.0,2.3333,3.3333,1.0385,1.0,0.0185,0.0449,1.2857,0.871,0.1667,2,0
57,65,4,1,11,54,54,53,1,3,2,3,3,3,53.6667,2.0,3.0,1.0621,1.0556,0.0175,0.0373,2.0,0.8769,0.193,3,0
59,67,4,2,10,57,54,54,1,1,3,4,3,3,55.0,1.6667,3.3333,1.0727,1.0351,0.0339,0.0303,2.4,0.8806,0.1695,4,0
61,69,4,2,10,59,57,54,2,1,1,4,4,3,56.6667,1.3333,3.6667,1.0765,1.0339,0.0328,0.0235,3.0,0.8841,0.1639,5,0
63,73,6,2,10,61,59,57,2,2,1,4,4,4,59.0,1.6667,4.0,1.0678,1.0328,0.0317,0.0282,3.6,0.863,0.1587,6,0
67,75,2,0,11,63,61,59,2,2,2,6,4,4,61.0,2.0,4.6667,1.0984,1.0635,0.0,0.0328,1.0,0.8933,0.1642,7,0
72,79,5,1,11,67,63,61,0,2,2,2,6,4,63.6667,1.3333,4.0,1.1309,1.0746,0.0139,0.0209,3.75,0.9114,0.1528,8,0
69,77,4,6,11,72,67,63,1,0,2,5,2,6,67.3333,1.0,4.3333,1.0248,0.9583,0.087,0.0149,4.0,0.8961,0.1594,9,0
70,83,8,2,10,69,72,67,6,1,0,4,5,2,69.3333,2.3333,3.6667,1.0096,1.0145,0.0286,0.0337,3.4286,0.8434,0.1429,10,0
74,86,5,2,11,70,69,72,2,6,1,8,4,5,70.3333,3.0,5.6667,1.0521,1.0571,0.027,0.0427,1.6667,0.8605,0.1486,11,0
80,89,4,1,11,74,70,69,2,2,6,5,8,4,71.0,3.3333,5.6667,1.1268,1.0811,0.0125,0.0469,1.2,0.8989,0.1375,12,0
84,92,5,2,10,80,74,70,1,2,2,4,5,8,74.6667,1.6667,5.6667,1.125,1.05,0.0238,0.0223,3.0,0.913,0.119,1,0
84,95,6,3,11,84,80,74,2,1,2,5,4,5,79.3333,1.6667,4.6667,1.0588,1.0,0.0357,0.021,3.6,0.8842,0.131,2,0
85,97,6,4,11,84,84,80,3,2,1,6,5,4,82.6667,2.0,5.0,1.0282,1.0119,0.0471,0.0242,3.0,0.8763,0.1294,3,0
10,19,6,1,2,5,3,1,0,0,1,3,4,4,3.0,0.3333,3.6667,3.3333,2.0,0.1,0.1111,18.0,0.5263,0.2,6,1
12,20,2,1,2,10,5,3,1,0,0,6,3,4,6.0,0.3333,4.3333,2.0,1.2,0.0833,0.0556,6.0,0.6,0.1667,7,1
11,22,6,4,2,12,10,5,1,1,0,2,6,3,9.0,0.6667,3.6667,1.2222,0.9167,0.3636,0.0741,9.0,0.5,0.1818,8,1
14,26,6,2,5,11,12,10,4,1,1,6,2,6,11.0,2.0,4.6667,1.2727,1.2727,0.1429,0.1818,3.0,0.5385,0.3571,9,1
16,31,9,4,5,14,11,12,2,4,1,6,6,2,12.3333,2.3333,4.6667,1.2973,1.1429,0.25,0.1892,3.8571,0.5161,0.3125,10,1
21,38,9,2,5,16,14,11,4,2,4,9,6,6,13.6667,3.3333,7.0,1.5366,1.3125,0.0952,0.2439,2.7,0.5526,0.2381,11,1
26,41,4,1,5,21,16,14,2,4,2,9,9,6,17.0,2.6667,8.0,1.5294,1.2381,0.0385,0.1569,1.5,0.6341,0.1923,12,1
34,39,2,4,7,26,21,16,1,2,4,4,9,9,21.0,2.3333,7.3333,1.619,1.3077,0.1176,0.1111,0.8571,0.8718,0.2059,1,0
35,42,5,2,9,34,26,21,4,1,2,2,4,9,27.0,2.3333,5.0,1.2963,1.0294,0.0571,0.0864,2.1429,0.8333,0.2571,2,0
34,43,4,3,7,35,34,26,2,4,1,5,2,4,31.6667,2.3333,3.6667,1.0737,0.9714,0.0882,0.0737,1.7143,0.7907,0.2059,3,0
35,42,4,5,7,34,35,34,3,2,4,4,5,2,34.3333,3.0,3.6667,1.0194,1.0294,0.1429,0.0874,1.3333,0.8333,0.2,4,1
37,46,6,2,7,35,34,35,5,3,2,4,4,5,34.6667,3.3333,4.3333,1.0673,1.0571,0.0541,0.0962,1.8,0.8043,0.1892,5,0
40,47,2,1,6,37,35,34,2,5,3,6,4,4,35.3333,3.3333,4.6667,1.1321,1.0811,0.025,0.0943,0.6,0.8511,0.15,6,0
44,47,1,1,6,40,37,35,1,2,5,2,6,4,37.3333,2.6667,4.0,1.1786,1.1,0.0227,0.0714,0.375,0.9362,0.1364,7,0
44,50,4,1,6,44,40,37,1,1,2,1,2,6,40.3333,1.3333,3.0,1.0909,1.0,0.0227,0.0331,3.0,0.88,0.1364,8,0
44,47,0,3,7,44,44,40,1,1,1,4,1,2,42.6667,1.0,2.3333,1.0312,1.0,0.0682,0.0234,0.0,0.9362,0.1591,9,0
45,51,6,2,7,44,44,44,3,1,1,0,4,1,44.0,1.6667,1.6667,1.0227,1.0227,0.0444,0.0379,3.6,0.8824,0.1556,10,0
43,54,6,3,7,45,44,44,2,3,1,6,0,4,44.3333,2.0,3.3333,0.9699,0.9556,0.0698,0.0451,3.0,0.7963,0.1628,11,1
46,55,3,2,7,43,45,44,3,2,3,6,6,0,44.0,2.6667,4.0,1.0455,1.0698,0.0435,0.0606,1.125,0.8364,0.1522,12,1
51,63,9,1,7,46,43,45,2,3,2,3,6,6,44.6667,2.3333,5.0,1.1418,1.1087,0.0196,0.0522,3.8571,0.8095,0.1373,1,0
53,64,2,1,7,51,46,43,1,2,3,9,3,6,46.6667,2.0,6.0,1.1357,1.0392,0.0189,0.0429,1.0,0.8281,0.1321,2,0
59,67,6,3,7,53,51,46,1,1,2,2,9,3,50.0,1.3333,4.6667,1.18,1.1132,0.0508,0.0267,4.5,0.8806,0.1186,3,0
56,66,4,5,7,59,53,51,3,1,1,6,2,9,54.3333,1.6667,5.6667,1.0307,0.9492,0.0893,0.0307,2.4,0.8485,0.125,4,0
58,71,8,3,7,56,59,53,5,3,1,4,6,2,56.0,3.0,4.0,1.0357,1.0357,0.0517,0.0536,2.6667,0.8169,0.1207,5,0
60,74,5,2,7,58,56,59,3,5,3,8,4,6,57.6667,3.6667,6.0,1.0405,1.0345,0.0333,0.0636,1.3636,0.8108,0.1167,6,0
66,75,3,2,8,60,58,56,2,3,5,5,8,4,58.0,3.3333,5.6667,1.1379,1.1,0.0303,0.0575,0.9,0.88,0.1212,7,0
66,73,3,5,9,66,60,58,2,2,3,3,5,8,61.3333,2.3333,5.3333,1.0761,1.0,0.0758,0.038,1.2857,0.9041,0.1364,8,0
